,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
4750,"Adams, IN",US,39.8522,-77.2865,1/31/20,0.0,0.0,0.0
14770,"Adams, IN",US,39.8522,-77.2865,2/20/20,0.0,0.0,0.0
9259,"Adams, IN",US,39.8522,-77.2865,2/9/20,0.0,0.0,0.0
21283,"Adams, IN",US,39.8522,-77.2865,3/4/20,0.0,0.0,0.0
6754,"Adams, IN",US,39.8522,-77.2865,2/4/20,0.0,0.0,0.0
11764,"Adams, IN",US,39.8522,-77.2865,2/14/20,0.0,0.0,0.0
241,"Adams, IN",US,39.8522,-77.2865,1/22/20,0.0,0.0,0.0
22786,"Adams, IN",US,39.8522,-77.2865,3/7/20,0.0,0.0,0.0
17275,"Adams, IN",US,39.8522,-77.2865,2/25/20,0.0,0.0,0.0
8257,"Adams, IN",US,39.8522,-77.2865,2/7/20,0.0,0.0,0.0
2245,"Adams, IN",US,39.8522,-77.2865,1/26/20,0.0,0.0,0.0
19279,"Adams, IN",US,39.8522,-77.2865,2/29/20,0.0,0.0,0.0
15271,"Adams, IN",US,39.8522,-77.2865,2/21/20,0.0,0.0,0.0
10762,"Adams, IN",US,39.8522,-77.2865,2/12/20,0.0,0.0,0.0
13267,"Adams, IN",US,39.8522,-77.2865,2/17/20,0.0,0.0,0.0
30301,"Adams, IN",US,39.8522,-77.2865,3/22/20,0.0,0.0,0.0
5752,"Adams, IN",US,39.8522,-77.2865,2/2/20,0.0,0.0,0.0
27295,"Adams, IN",US,39.8522,-77.2865,3/16/20,0.0,0.0,0.0
26794,"Adams, IN",US,39.8522,-77.2865,3/15/20,0.0,0.0,0.0
13768,"Adams, IN",US,39.8522,-77.2865,2/18/20,0.0,0.0,0.0
1243,"Adams, IN",US,39.8522,-77.2865,1/24/20,0.0,0.0,0.0
8758,"Adams, IN",US,39.8522,-77.2865,2/8/20,0.0,0.0,0.0
18277,"Adams, IN",US,39.8522,-77.2865,2/27/20,0.0,0.0,0.0
14269,"Adams, IN",US,39.8522,-77.2865,2/19/20,0.0,0.0,0.0
6253,"Adams, IN",US,39.8522,-77.2865,2/3/20,0.0,0.0,0.0
29299,"Adams, IN",US,39.8522,-77.2865,3/20/20,0.0,0.0,0.0
3247,"Adams, IN",US,39.8522,-77.2865,1/28/20,0.0,0.0,0.0
29800,"Adams, IN",US,39.8522,-77.2865,3/21/20,0.0,0.0,0.0
21784,"Adams, IN",US,39.8522,-77.2865,3/5/20,0.0,0.0,0.0
22285,"Adams, IN",US,39.8522,-77.2865,3/6/20,0.0,0.0,0.0
1744,"Adams, IN",US,39.8522,-77.2865,1/25/20,0.0,0.0,0.0
11263,"Adams, IN",US,39.8522,-77.2865,2/13/20,0.0,0.0,0.0
3748,"Adams, IN",US,39.8522,-77.2865,1/29/20,0.0,0.0,0.0
17776,"Adams, IN",US,39.8522,-77.2865,2/26/20,0.0,0.0,0.0
18778,"Adams, IN",US,39.8522,-77.2865,2/28/20,0.0,0.0,0.0
25792,"Adams, IN",US,39.8522,-77.2865,3/13/20,0.0,0.0,0.0
20782,"Adams, IN",US,39.8522,-77.2865,3/3/20,0.0,0.0,0.0
25291,"Adams, IN",US,39.8522,-77.2865,3/12/20,0.0,0.0,0.0
2746,"Adams, IN",US,39.8522,-77.2865,1/27/20,0.0,0.0,0.0
30802,"Adams, IN",US,39.8522,-77.2865,3/23/20,,,
12265,"Adams, IN",US,39.8522,-77.2865,2/15/20,0.0,0.0,0.0
5251,"Adams, IN",US,39.8522,-77.2865,2/1/20,0.0,0.0,0.0
19780,"Adams, IN",US,39.8522,-77.2865,3/1/20,0.0,0.0,0.0
23788,"Adams, IN",US,39.8522,-77.2865,3/9/20,0.0,0.0,0.0
15772,"Adams, IN",US,39.8522,-77.2865,2/22/20,0.0,0.0,0.0
7255,"Adams, IN",US,39.8522,-77.2865,2/5/20,0.0,0.0,0.0
12766,"Adams, IN",US,39.8522,-77.2865,2/16/20,0.0,0.0,0.0
20281,"Adams, IN",US,39.8522,-77.2865,3/2/20,0.0,0.0,0.0
10261,"Adams, IN",US,39.8522,-77.2865,2/11/20,0.0,0.0,0.0
7756,"Adams, IN",US,39.8522,-77.2865,2/6/20,0.0,0.0,0.0
27796,"Adams, IN",US,39.8522,-77.2865,3/17/20,0.0,0.0,0.0
16273,"Adams, IN",US,39.8522,-77.2865,2/23/20,0.0,0.0,0.0
24289,"Adams, IN",US,39.8522,-77.2865,3/10/20,0.0,0.0,0.0
742,"Adams, IN",US,39.8522,-77.2865,1/23/20,0.0,0.0,0.0
24790,"Adams, IN",US,39.8522,-77.2865,3/11/20,0.0,0.0,0.0
26293,"Adams, IN",US,39.8522,-77.2865,3/14/20,0.0,0.0,0.0
16774,"Adams, IN",US,39.8522,-77.2865,2/24/20,0.0,0.0,0.0
9760,"Adams, IN",US,39.8522,-77.2865,2/10/20,0.0,0.0,0.0
28297,"Adams, IN",US,39.8522,-77.2865,3/18/20,0.0,0.0,0.0
4249,"Adams, IN",US,39.8522,-77.2865,1/30/20,0.0,0.0,0.0
23287,"Adams, IN",US,39.8522,-77.2865,3/8/20,0.0,0.0,0.0
28798,"Adams, IN",US,39.8522,-77.2865,3/19/20,0.0,0.0,0.0
915,Alabama,US,32.3182,-86.9023,1/23/20,0.0,0.0,0.0
16947,Alabama,US,32.3182,-86.9023,2/24/20,0.0,0.0,0.0
25965,Alabama,US,32.3182,-86.9023,3/13/20,5.0,0.0,0.0
8931,Alabama,US,32.3182,-86.9023,2/8/20,0.0,0.0,0.0
17949,Alabama,US,32.3182,-86.9023,2/26/20,0.0,0.0,0.0
10935,Alabama,US,32.3182,-86.9023,2/12/20,0.0,0.0,0.0
22959,Alabama,US,32.3182,-86.9023,3/7/20,0.0,0.0,0.0
30975,Alabama,US,32.3182,-86.9023,3/23/20,138.0,0.0,0.0
28971,Alabama,US,32.3182,-86.9023,3/19/20,78.0,0.0,0.0
23961,Alabama,US,32.3182,-86.9023,3/9/20,0.0,0.0,0.0
30474,Alabama,US,32.3182,-86.9023,3/22/20,138.0,0.0,0.0
24963,Alabama,US,32.3182,-86.9023,3/11/20,0.0,0.0,0.0
15945,Alabama,US,32.3182,-86.9023,2/22/20,0.0,0.0,0.0
9933,Alabama,US,32.3182,-86.9023,2/10/20,0.0,0.0,0.0
5925,Alabama,US,32.3182,-86.9023,2/2/20,0.0,0.0,0.0
5424,Alabama,US,32.3182,-86.9023,2/1/20,0.0,0.0,0.0
3921,Alabama,US,32.3182,-86.9023,1/29/20,0.0,0.0,0.0
25464,Alabama,US,32.3182,-86.9023,3/12/20,0.0,0.0,0.0
14943,Alabama,US,32.3182,-86.9023,2/20/20,0.0,0.0,0.0
1917,Alabama,US,32.3182,-86.9023,1/25/20,0.0,0.0,0.0
15444,Alabama,US,32.3182,-86.9023,2/21/20,0.0,0.0,0.0
414,Alabama,US,32.3182,-86.9023,1/22/20,0.0,0.0,0.0
28470,Alabama,US,32.3182,-86.9023,3/18/20,46.0,0.0,0.0
10434,Alabama,US,32.3182,-86.9023,2/11/20,0.0,0.0,0.0
14442,Alabama,US,32.3182,-86.9023,2/19/20,0.0,0.0,0.0
29973,Alabama,US,32.3182,-86.9023,3/21/20,131.0,0.0,0.0
9432,Alabama,US,32.3182,-86.9023,2/9/20,0.0,0.0,0.0
17448,Alabama,US,32.3182,-86.9023,2/25/20,0.0,0.0,0.0
22458,Alabama,US,32.3182,-86.9023,3/6/20,0.0,0.0,0.0
1416,Alabama,US,32.3182,-86.9023,1/24/20,0.0,0.0,0.0
16446,Alabama,US,32.3182,-86.9023,2/23/20,0.0,0.0,0.0
4923,Alabama,US,32.3182,-86.9023,1/31/20,0.0,0.0,0.0
24462,Alabama,US,32.3182,-86.9023,3/10/20,0.0,0.0,0.0
23460,Alabama,US,32.3182,-86.9023,3/8/20,0.0,0.0,0.0
4422,Alabama,US,32.3182,-86.9023,1/30/20,0.0,0.0,0.0
19953,Alabama,US,32.3182,-86.9023,3/1/20,0.0,0.0,0.0
21957,Alabama,US,32.3182,-86.9023,3/5/20,0.0,0.0,0.0
21456,Alabama,US,32.3182,-86.9023,3/4/20,0.0,0.0,0.0
6927,Alabama,US,32.3182,-86.9023,2/4/20,0.0,0.0,0.0
29472,Alabama,US,32.3182,-86.9023,3/20/20,83.0,0.0,0.0
20454,Alabama,US,32.3182,-86.9023,3/2/20,0.0,0.0,0.0
19452,Alabama,US,32.3182,-86.9023,2/29/20,0.0,0.0,0.0
12939,Alabama,US,32.3182,-86.9023,2/16/20,0.0,0.0,0.0
6426,Alabama,US,32.3182,-86.9023,2/3/20,0.0,0.0,0.0
7929,Alabama,US,32.3182,-86.9023,2/6/20,0.0,0.0,0.0
13440,Alabama,US,32.3182,-86.9023,2/17/20,0.0,0.0,0.0
27969,Alabama,US,32.3182,-86.9023,3/17/20,39.0,0.0,0.0
11937,Alabama,US,32.3182,-86.9023,2/14/20,0.0,0.0,0.0
26967,Alabama,US,32.3182,-86.9023,3/15/20,12.0,0.0,0.0
18951,Alabama,US,32.3182,-86.9023,2/28/20,0.0,0.0,0.0
3420,Alabama,US,32.3182,-86.9023,1/28/20,0.0,0.0,0.0
2919,Alabama,US,32.3182,-86.9023,1/27/20,0.0,0.0,0.0
27468,Alabama,US,32.3182,-86.9023,3/16/20,29.0,0.0,0.0
8430,Alabama,US,32.3182,-86.9023,2/7/20,0.0,0.0,0.0
20955,Alabama,US,32.3182,-86.9023,3/3/20,0.0,0.0,0.0
18450,Alabama,US,32.3182,-86.9023,2/27/20,0.0,0.0,0.0
12438,Alabama,US,32.3182,-86.9023,2/15/20,0.0,0.0,0.0
11436,Alabama,US,32.3182,-86.9023,2/13/20,0.0,0.0,0.0
7428,Alabama,US,32.3182,-86.9023,2/5/20,0.0,0.0,0.0
13941,Alabama,US,32.3182,-86.9023,2/18/20,0.0,0.0,0.0
26466,Alabama,US,32.3182,-86.9023,3/14/20,6.0,0.0,0.0
2418,Alabama,US,32.3182,-86.9023,1/26/20,0.0,0.0,0.0
16894,"Alachua, FL",US,29.7938,-82.4944,2/24/20,0.0,0.0,0.0
19399,"Alachua, FL",US,29.7938,-82.4944,2/29/20,0.0,0.0,0.0
15892,"Alachua, FL",US,29.7938,-82.4944,2/22/20,0.0,0.0,0.0
15391,"Alachua, FL",US,29.7938,-82.4944,2/21/20,0.0,0.0,0.0
30922,"Alachua, FL",US,29.7938,-82.4944,3/23/20,,,
2866,"Alachua, FL",US,29.7938,-82.4944,1/27/20,0.0,0.0,0.0
27916,"Alachua, FL",US,29.7938,-82.4944,3/17/20,0.0,0.0,0.0
22906,"Alachua, FL",US,29.7938,-82.4944,3/7/20,0.0,0.0,0.0
30421,"Alachua, FL",US,29.7938,-82.4944,3/22/20,0.0,0.0,0.0
19900,"Alachua, FL",US,29.7938,-82.4944,3/1/20,0.0,0.0,0.0
2365,"Alachua, FL",US,29.7938,-82.4944,1/26/20,0.0,0.0,0.0
5371,"Alachua, FL",US,29.7938,-82.4944,2/1/20,0.0,0.0,0.0
4870,"Alachua, FL",US,29.7938,-82.4944,1/31/20,0.0,0.0,0.0
7375,"Alachua, FL",US,29.7938,-82.4944,2/5/20,0.0,0.0,0.0
10381,"Alachua, FL",US,29.7938,-82.4944,2/11/20,0.0,0.0,0.0
12385,"Alachua, FL",US,29.7938,-82.4944,2/15/20,0.0,0.0,0.0
9880,"Alachua, FL",US,29.7938,-82.4944,2/10/20,0.0,0.0,0.0
29920,"Alachua, FL",US,29.7938,-82.4944,3/21/20,0.0,0.0,0.0
20401,"Alachua, FL",US,29.7938,-82.4944,3/2/20,0.0,0.0,0.0
16393,"Alachua, FL",US,29.7938,-82.4944,2/23/20,0.0,0.0,0.0
12886,"Alachua, FL",US,29.7938,-82.4944,2/16/20,0.0,0.0,0.0
1363,"Alachua, FL",US,29.7938,-82.4944,1/24/20,0.0,0.0,0.0
27415,"Alachua, FL",US,29.7938,-82.4944,3/16/20,0.0,0.0,0.0
23908,"Alachua, FL",US,29.7938,-82.4944,3/9/20,0.0,0.0,0.0
361,"Alachua, FL",US,29.7938,-82.4944,1/22/20,0.0,0.0,0.0
4369,"Alachua, FL",US,29.7938,-82.4944,1/30/20,0.0,0.0,0.0
23407,"Alachua, FL",US,29.7938,-82.4944,3/8/20,0.0,0.0,0.0
28417,"Alachua, FL",US,29.7938,-82.4944,3/18/20,0.0,0.0,0.0
24910,"Alachua, FL",US,29.7938,-82.4944,3/11/20,0.0,0.0,0.0
7876,"Alachua, FL",US,29.7938,-82.4944,2/6/20,0.0,0.0,0.0
24409,"Alachua, FL",US,29.7938,-82.4944,3/10/20,0.0,0.0,0.0
20902,"Alachua, FL",US,29.7938,-82.4944,3/3/20,0.0,0.0,0.0
13387,"Alachua, FL",US,29.7938,-82.4944,2/17/20,0.0,0.0,0.0
11383,"Alachua, FL",US,29.7938,-82.4944,2/13/20,0.0,0.0,0.0
8377,"Alachua, FL",US,29.7938,-82.4944,2/7/20,0.0,0.0,0.0
28918,"Alachua, FL",US,29.7938,-82.4944,3/19/20,0.0,0.0,0.0
8878,"Alachua, FL",US,29.7938,-82.4944,2/8/20,0.0,0.0,0.0
21403,"Alachua, FL",US,29.7938,-82.4944,3/4/20,0.0,0.0,0.0
5872,"Alachua, FL",US,29.7938,-82.4944,2/2/20,0.0,0.0,0.0
18898,"Alachua, FL",US,29.7938,-82.4944,2/28/20,0.0,0.0,0.0
1864,"Alachua, FL",US,29.7938,-82.4944,1/25/20,0.0,0.0,0.0
18397,"Alachua, FL",US,29.7938,-82.4944,2/27/20,0.0,0.0,0.0
17896,"Alachua, FL",US,29.7938,-82.4944,2/26/20,0.0,0.0,0.0
22405,"Alachua, FL",US,29.7938,-82.4944,3/6/20,0.0,0.0,0.0
862,"Alachua, FL",US,29.7938,-82.4944,1/23/20,0.0,0.0,0.0
29419,"Alachua, FL",US,29.7938,-82.4944,3/20/20,0.0,0.0,0.0
25912,"Alachua, FL",US,29.7938,-82.4944,3/13/20,0.0,0.0,0.0
13888,"Alachua, FL",US,29.7938,-82.4944,2/18/20,0.0,0.0,0.0
26413,"Alachua, FL",US,29.7938,-82.4944,3/14/20,0.0,0.0,0.0
3367,"Alachua, FL",US,29.7938,-82.4944,1/28/20,0.0,0.0,0.0
3868,"Alachua, FL",US,29.7938,-82.4944,1/29/20,0.0,0.0,0.0
9379,"Alachua, FL",US,29.7938,-82.4944,2/9/20,0.0,0.0,0.0
10882,"Alachua, FL",US,29.7938,-82.4944,2/12/20,0.0,0.0,0.0
25411,"Alachua, FL",US,29.7938,-82.4944,3/12/20,0.0,0.0,0.0
21904,"Alachua, FL",US,29.7938,-82.4944,3/5/20,0.0,0.0,0.0
6874,"Alachua, FL",US,29.7938,-82.4944,2/4/20,0.0,0.0,0.0
6373,"Alachua, FL",US,29.7938,-82.4944,2/3/20,0.0,0.0,0.0
26914,"Alachua, FL",US,29.7938,-82.4944,3/15/20,0.0,0.0,0.0
14890,"Alachua, FL",US,29.7938,-82.4944,2/20/20,0.0,0.0,0.0
14389,"Alachua, FL",US,29.7938,-82.4944,2/19/20,0.0,0.0,0.0
11884,"Alachua, FL",US,29.7938,-82.4944,2/14/20,0.0,0.0,0.0
17395,"Alachua, FL",US,29.7938,-82.4944,2/25/20,0.0,0.0,0.0
21824,"Alameda County, CA",US,37.6017,-121.7195,3/5/20,1.0,0.0,0.0
18317,"Alameda County, CA",US,37.6017,-121.7195,2/27/20,0.0,0.0,0.0
7796,"Alameda County, CA",US,37.6017,-121.7195,2/6/20,0.0,0.0,0.0
28838,"Alameda County, CA",US,37.6017,-121.7195,3/19/20,0.0,0.0,0.0
19820,"Alameda County, CA",US,37.6017,-121.7195,3/1/20,0.0,0.0,0.0
23828,"Alameda County, CA",US,37.6017,-121.7195,3/9/20,2.0,0.0,0.0
20321,"Alameda County, CA",US,37.6017,-121.7195,3/2/20,0.0,0.0,0.0
6293,"Alameda County, CA",US,37.6017,-121.7195,2/3/20,0.0,0.0,0.0
4790,"Alameda County, CA",US,37.6017,-121.7195,1/31/20,0.0,0.0,0.0
1784,"Alameda County, CA",US,37.6017,-121.7195,1/25/20,0.0,0.0,0.0
30842,"Alameda County, CA",US,37.6017,-121.7195,3/23/20,,,
17315,"Alameda County, CA",US,37.6017,-121.7195,2/25/20,0.0,0.0,0.0
782,"Alameda County, CA",US,37.6017,-121.7195,1/23/20,0.0,0.0,0.0
9299,"Alameda County, CA",US,37.6017,-121.7195,2/9/20,0.0,0.0,0.0
20822,"Alameda County, CA",US,37.6017,-121.7195,3/3/20,1.0,0.0,0.0
5291,"Alameda County, CA",US,37.6017,-121.7195,2/1/20,0.0,0.0,0.0
19319,"Alameda County, CA",US,37.6017,-121.7195,2/29/20,0.0,0.0,0.0
6794,"Alameda County, CA",US,37.6017,-121.7195,2/4/20,0.0,0.0,0.0
8297,"Alameda County, CA",US,37.6017,-121.7195,2/7/20,0.0,0.0,0.0
7295,"Alameda County, CA",US,37.6017,-121.7195,2/5/20,0.0,0.0,0.0
16814,"Alameda County, CA",US,37.6017,-121.7195,2/24/20,0.0,0.0,0.0
18818,"Alameda County, CA",US,37.6017,-121.7195,2/28/20,0.0,0.0,0.0
21323,"Alameda County, CA",US,37.6017,-121.7195,3/4/20,1.0,0.0,0.0
5792,"Alameda County, CA",US,37.6017,-121.7195,2/2/20,0.0,0.0,0.0
30341,"Alameda County, CA",US,37.6017,-121.7195,3/22/20,0.0,0.0,0.0
9800,"Alameda County, CA",US,37.6017,-121.7195,2/10/20,0.0,0.0,0.0
22826,"Alameda County, CA",US,37.6017,-121.7195,3/7/20,2.0,0.0,0.0
17816,"Alameda County, CA",US,37.6017,-121.7195,2/26/20,0.0,0.0,0.0
22325,"Alameda County, CA",US,37.6017,-121.7195,3/6/20,1.0,0.0,0.0
23327,"Alameda County, CA",US,37.6017,-121.7195,3/8/20,2.0,0.0,0.0
8798,"Alameda County, CA",US,37.6017,-121.7195,2/8/20,0.0,0.0,0.0
2285,"Alameda County, CA",US,37.6017,-121.7195,1/26/20,0.0,0.0,0.0
16313,"Alameda County, CA",US,37.6017,-121.7195,2/23/20,0.0,0.0,0.0
3287,"Alameda County, CA",US,37.6017,-121.7195,1/28/20,0.0,0.0,0.0
25832,"Alameda County, CA",US,37.6017,-121.7195,3/13/20,0.0,0.0,0.0
13307,"Alameda County, CA",US,37.6017,-121.7195,2/17/20,0.0,0.0,0.0
11804,"Alameda County, CA",US,37.6017,-121.7195,2/14/20,0.0,0.0,0.0
14309,"Alameda County, CA",US,37.6017,-121.7195,2/19/20,0.0,0.0,0.0
11303,"Alameda County, CA",US,37.6017,-121.7195,2/13/20,0.0,0.0,0.0
15311,"Alameda County, CA",US,37.6017,-121.7195,2/21/20,0.0,0.0,0.0
1283,"Alameda County, CA",US,37.6017,-121.7195,1/24/20,0.0,0.0,0.0
25331,"Alameda County, CA",US,37.6017,-121.7195,3/12/20,0.0,0.0,0.0
13808,"Alameda County, CA",US,37.6017,-121.7195,2/18/20,0.0,0.0,0.0
26333,"Alameda County, CA",US,37.6017,-121.7195,3/14/20,0.0,0.0,0.0
24830,"Alameda County, CA",US,37.6017,-121.7195,3/11/20,0.0,0.0,0.0
29339,"Alameda County, CA",US,37.6017,-121.7195,3/20/20,0.0,0.0,0.0
4289,"Alameda County, CA",US,37.6017,-121.7195,1/30/20,0.0,0.0,0.0
26834,"Alameda County, CA",US,37.6017,-121.7195,3/15/20,0.0,0.0,0.0
2786,"Alameda County, CA",US,37.6017,-121.7195,1/27/20,0.0,0.0,0.0
281,"Alameda County, CA",US,37.6017,-121.7195,1/22/20,0.0,0.0,0.0
10802,"Alameda County, CA",US,37.6017,-121.7195,2/12/20,0.0,0.0,0.0
15812,"Alameda County, CA",US,37.6017,-121.7195,2/22/20,0.0,0.0,0.0
10301,"Alameda County, CA",US,37.6017,-121.7195,2/11/20,0.0,0.0,0.0
27335,"Alameda County, CA",US,37.6017,-121.7195,3/16/20,0.0,0.0,0.0
14810,"Alameda County, CA",US,37.6017,-121.7195,2/20/20,0.0,0.0,0.0
29840,"Alameda County, CA",US,37.6017,-121.7195,3/21/20,0.0,0.0,0.0
27836,"Alameda County, CA",US,37.6017,-121.7195,3/17/20,0.0,0.0,0.0
28337,"Alameda County, CA",US,37.6017,-121.7195,3/18/20,0.0,0.0,0.0
24329,"Alameda County, CA",US,37.6017,-121.7195,3/10/20,0.0,0.0,0.0
3788,"Alameda County, CA",US,37.6017,-121.7195,1/29/20,0.0,0.0,0.0
12806,"Alameda County, CA",US,37.6017,-121.7195,2/16/20,0.0,0.0,0.0
12305,"Alameda County, CA",US,37.6017,-121.7195,2/15/20,0.0,0.0,0.0
14670,Alaska,US,61.3707,-152.4044,2/20/20,0.0,0.0,0.0
14169,Alaska,US,61.3707,-152.4044,2/19/20,0.0,0.0,0.0
25692,Alaska,US,61.3707,-152.4044,3/13/20,1.0,0.0,0.0
22686,Alaska,US,61.3707,-152.4044,3/7/20,0.0,0.0,0.0
22185,Alaska,US,61.3707,-152.4044,3/6/20,0.0,0.0,0.0
26193,Alaska,US,61.3707,-152.4044,3/14/20,1.0,0.0,0.0
18177,Alaska,US,61.3707,-152.4044,2/27/20,0.0,0.0,0.0
17676,Alaska,US,61.3707,-152.4044,2/26/20,0.0,0.0,0.0
30702,Alaska,US,61.3707,-152.4044,3/23/20,21.0,0.0,0.0
6153,Alaska,US,61.3707,-152.4044,2/3/20,0.0,0.0,0.0
11163,Alaska,US,61.3707,-152.4044,2/13/20,0.0,0.0,0.0
3648,Alaska,US,61.3707,-152.4044,1/29/20,0.0,0.0,0.0
28197,Alaska,US,61.3707,-152.4044,3/18/20,6.0,0.0,0.0
9159,Alaska,US,61.3707,-152.4044,2/9/20,0.0,0.0,0.0
18678,Alaska,US,61.3707,-152.4044,2/28/20,0.0,0.0,0.0
8658,Alaska,US,61.3707,-152.4044,2/8/20,0.0,0.0,0.0
7656,Alaska,US,61.3707,-152.4044,2/6/20,0.0,0.0,0.0
20181,Alaska,US,61.3707,-152.4044,3/2/20,0.0,0.0,0.0
12666,Alaska,US,61.3707,-152.4044,2/16/20,0.0,0.0,0.0
29700,Alaska,US,61.3707,-152.4044,3/21/20,15.0,0.0,0.0
27696,Alaska,US,61.3707,-152.4044,3/17/20,3.0,0.0,0.0
2646,Alaska,US,61.3707,-152.4044,1/27/20,0.0,0.0,0.0
19680,Alaska,US,61.3707,-152.4044,3/1/20,0.0,0.0,0.0
12165,Alaska,US,61.3707,-152.4044,2/15/20,0.0,0.0,0.0
20682,Alaska,US,61.3707,-152.4044,3/3/20,0.0,0.0,0.0
7155,Alaska,US,61.3707,-152.4044,2/5/20,0.0,0.0,0.0
8157,Alaska,US,61.3707,-152.4044,2/7/20,0.0,0.0,0.0
28698,Alaska,US,61.3707,-152.4044,3/19/20,9.0,0.0,0.0
13167,Alaska,US,61.3707,-152.4044,2/17/20,0.0,0.0,0.0
19179,Alaska,US,61.3707,-152.4044,2/29/20,0.0,0.0,0.0
141,Alaska,US,61.3707,-152.4044,1/22/20,0.0,0.0,0.0
30201,Alaska,US,61.3707,-152.4044,3/22/20,21.0,0.0,0.0
21183,Alaska,US,61.3707,-152.4044,3/4/20,0.0,0.0,0.0
13668,Alaska,US,61.3707,-152.4044,2/18/20,0.0,0.0,0.0
3147,Alaska,US,61.3707,-152.4044,1/28/20,0.0,0.0,0.0
6654,Alaska,US,61.3707,-152.4044,2/4/20,0.0,0.0,0.0
642,Alaska,US,61.3707,-152.4044,1/23/20,0.0,0.0,0.0
26694,Alaska,US,61.3707,-152.4044,3/15/20,1.0,0.0,0.0
21684,Alaska,US,61.3707,-152.4044,3/5/20,0.0,0.0,0.0
11664,Alaska,US,61.3707,-152.4044,2/14/20,0.0,0.0,0.0
27195,Alaska,US,61.3707,-152.4044,3/16/20,1.0,0.0,0.0
5652,Alaska,US,61.3707,-152.4044,2/2/20,0.0,0.0,0.0
10161,Alaska,US,61.3707,-152.4044,2/11/20,0.0,0.0,0.0
1143,Alaska,US,61.3707,-152.4044,1/24/20,0.0,0.0,0.0
25191,Alaska,US,61.3707,-152.4044,3/12/20,0.0,0.0,0.0
10662,Alaska,US,61.3707,-152.4044,2/12/20,0.0,0.0,0.0
5151,Alaska,US,61.3707,-152.4044,2/1/20,0.0,0.0,0.0
1644,Alaska,US,61.3707,-152.4044,1/25/20,0.0,0.0,0.0
2145,Alaska,US,61.3707,-152.4044,1/26/20,0.0,0.0,0.0
17175,Alaska,US,61.3707,-152.4044,2/25/20,0.0,0.0,0.0
4149,Alaska,US,61.3707,-152.4044,1/30/20,0.0,0.0,0.0
23187,Alaska,US,61.3707,-152.4044,3/8/20,0.0,0.0,0.0
9660,Alaska,US,61.3707,-152.4044,2/10/20,0.0,0.0,0.0
16173,Alaska,US,61.3707,-152.4044,2/23/20,0.0,0.0,0.0
24690,Alaska,US,61.3707,-152.4044,3/11/20,0.0,0.0,0.0
15672,Alaska,US,61.3707,-152.4044,2/22/20,0.0,0.0,0.0
4650,Alaska,US,61.3707,-152.4044,1/31/20,0.0,0.0,0.0
15171,Alaska,US,61.3707,-152.4044,2/21/20,0.0,0.0,0.0
16674,Alaska,US,61.3707,-152.4044,2/24/20,0.0,0.0,0.0
24189,Alaska,US,61.3707,-152.4044,3/10/20,0.0,0.0,0.0
23688,Alaska,US,61.3707,-152.4044,3/9/20,0.0,0.0,0.0
29199,Alaska,US,61.3707,-152.4044,3/20/20,12.0,0.0,0.0
11616,Alberta,Canada,53.9333,-116.5765,2/14/20,0.0,0.0,0.0
18129,Alberta,Canada,53.9333,-116.5765,2/27/20,0.0,0.0,0.0
4602,Alberta,Canada,53.9333,-116.5765,1/31/20,0.0,0.0,0.0
8109,Alberta,Canada,53.9333,-116.5765,2/7/20,0.0,0.0,0.0
26145,Alberta,Canada,53.9333,-116.5765,3/14/20,29.0,0.0,0.0
24642,Alberta,Canada,53.9333,-116.5765,3/11/20,19.0,0.0,0.0
20634,Alberta,Canada,53.9333,-116.5765,3/3/20,0.0,0.0,0.0
22137,Alberta,Canada,53.9333,-116.5765,3/6/20,1.0,0.0,0.0
7107,Alberta,Canada,53.9333,-116.5765,2/5/20,0.0,0.0,0.0
14121,Alberta,Canada,53.9333,-116.5765,2/19/20,0.0,0.0,0.0
12117,Alberta,Canada,53.9333,-116.5765,2/15/20,0.0,0.0,0.0
13119,Alberta,Canada,53.9333,-116.5765,2/17/20,0.0,0.0,0.0
30654,Alberta,Canada,53.9333,-116.5765,3/23/20,259.0,1.0,0.0
29652,Alberta,Canada,53.9333,-116.5765,3/21/20,195.0,1.0,0.0
2097,Alberta,Canada,53.9333,-116.5765,1/26/20,0.0,0.0,0.0
13620,Alberta,Canada,53.9333,-116.5765,2/18/20,0.0,0.0,0.0
5103,Alberta,Canada,53.9333,-116.5765,2/1/20,0.0,0.0,0.0
16626,Alberta,Canada,53.9333,-116.5765,2/24/20,0.0,0.0,0.0
28149,Alberta,Canada,53.9333,-116.5765,3/18/20,97.0,0.0,0.0
21135,Alberta,Canada,53.9333,-116.5765,3/4/20,0.0,0.0,0.0
6606,Alberta,Canada,53.9333,-116.5765,2/4/20,0.0,0.0,0.0
26646,Alberta,Canada,53.9333,-116.5765,3/15/20,39.0,0.0,0.0
15624,Alberta,Canada,53.9333,-116.5765,2/22/20,0.0,0.0,0.0
19131,Alberta,Canada,53.9333,-116.5765,2/29/20,0.0,0.0,0.0
21636,Alberta,Canada,53.9333,-116.5765,3/5/20,0.0,0.0,0.0
1095,Alberta,Canada,53.9333,-116.5765,1/24/20,0.0,0.0,0.0
8610,Alberta,Canada,53.9333,-116.5765,2/8/20,0.0,0.0,0.0
30153,Alberta,Canada,53.9333,-116.5765,3/22/20,259.0,1.0,0.0
